Time_Index,CT_NG,ME_NG,MA_NG,None
510,1.82,1.82,2.23,0.0
511,1.82,1.82,2.23,0.0
512,1.82,1.82,2.23,0.0
513,1.82,1.82,2.23,0.0
514,1.82,1.82,2.23,0.0
515,1.82,1.82,2.23,0.0
516,1.82,1.82,2.23,0.0
517,1.82,1.82,2.23,0.0
518,1.82,1.82,2.23,0.0
519,1.82,1.82,2.23,0.0
520,1.82,1.82,2.23,0.0
521,1.82,1.82,2.23,0.0
522,1.82,1.82,2.23,0.0
523,1.82,1.82,2.23,0.0
524,1.82,1.82,2.23,0.0
525,1.82,1.82,2.23,0.0
526,1.82,1.82,2.23,0.0
527,1.82,1.82,2.23,0.0
528,1.82,1.82,2.23,0.0
529,1.82,1.82,2.23,0.0
530,1.82,1.82,2.23,0.0
531,1.82,1.82,2.23,0.0
532,1.82,1.82,2.23,0.0
533,1.82,1.82,2.23,0.0
534,1.82,1.82,2.23,0.0
535,1.82,1.82,2.23,0.0
536,1.82,1.82,2.23,0.0
537,1.82,1.82,2.23,0.0
538,1.82,1.82,2.23,0.0
539,1.82,1.82,2.23,0.0
540,1.82,1.82,2.23,0.0
541,1.82,1.82,2.23,0.0
542,1.82,1.82,2.23,0.0
543,1.82,1.82,2.23,0.0
544,1.82,1.82,2.23,0.0
545,1.82,1.82,2.23,0.0
546,1.82,1.82,2.23,0.0
547,1.82,1.82,2.23,0.0
548,1.82,1.82,2.23,0.0
549,1.82,1.82,2.23,0.0
550,1.82,1.82,2.23,0.0
551,1.82,1.82,2.23,0.0
552,1.82,1.82,2.23,0.0
553,1.82,1.82,2.23,0.0
554,1.82,1.82,2.23,0.0
555,1.82,1.82,2.23,0.0
556,1.82,1.82,2.23,0.0
557,1.82,1.82,2.23,0.0
558,1.82,1.82,2.23,0.0
559,1.82,1.82,2.23,0.0
560,1.82,1.82,2.23,0.0
561,1.82,1.82,2.23,0.0
562,1.82,1.82,2.23,0.0
563,1.82,1.82,2.23,0.0
564,1.82,1.82,2.23,0.0
565,1.82,1.82,2.23,0.0
566,1.82,1.82,2.23,0.0
567,1.82,1.82,2.23,0.0
568,1.82,1.82,2.23,0.0
569,1.82,1.82,2.23,0.0
570,1.82,1.82,2.23,0.0
571,1.82,1.82,2.23,0.0
572,1.82,1.82,2.23,0.0
573,1.82,1.82,2.23,0.0
574,1.82,1.82,2.23,0.0
575,1.82,1.82,2.23,0.0
576,1.82,1.82,2.23,0.0
577,1.82,1.82,2.23,0.0
578,1.82,1.82,2.23,0.0
579,1.82,1.82,2.23,0.0
580,1.82,1.82,2.23,0.0
581,1.82,1.82,2.23,0.0
582,1.82,1.82,2.23,0.0
583,1.82,1.82,2.23,0.0
584,1.82,1.82,2.23,0.0
585,1.82,1.82,2.23,0.0
586,1.82,1.82,2.23,0.0
587,1.82,1.82,2.23,0.0
588,1.82,1.82,2.23,0.0
589,1.82,1.82,2.23,0.0
590,1.82,1.82,2.23,0.0
591,1.82,1.82,2.23,0.0
592,1.82,1.82,2.23,0.0
593,1.82,1.82,2.23,0.0
594,1.82,1.82,2.23,0.0
595,1.82,1.82,2.23,0.0
596,1.82,1.82,2.23,0.0
597,1.82,1.82,2.23,0.0
598,1.82,1.82,2.23,0.0
599,1.82,1.82,2.23,0.0
600,1.82,1.82,2.23,0.0
601,1.82,1.82,2.23,0.0
602,1.82,1.82,2.23,0.0
603,1.82,1.82,2.23,0.0
604,1.82,1.82,2.23,0.0
605,1.82,1.82,2.23,0.0
606,1.82,1.82,2.23,0.0
607,1.82,1.82,2.23,0.0
608,1.82,1.82,2.23,0.0
609,1.82,1.82,2.23,0.0
610,1.82,1.82,2.23,0.0
611,1.82,1.82,2.23,0.0
612,1.82,1.82,2.23,0.0
613,1.82,1.82,2.23,0.0
614,1.82,1.82,2.23,0.0
615,1.82,1.82,2.23,0.0
616,1.82,1.82,2.23,0.0
617,1.82,1.82,2.23,0.0
618,1.82,1.82,2.23,0.0
619,1.82,1.82,2.23,0.0
620,1.82,1.82,2.23,0.0
621,1.82,1.82,2.23,0.0
622,1.82,1.82,2.23,0.0
623,1.82,1.82,2.23,0.0
624,1.82,1.82,2.23,0.0
625,1.82,1.82,2.23,0.0
626,1.82,1.82,2.23,0.0
627,1.82,1.82,2.23,0.0
628,1.82,1.82,2.23,0.0
629,1.82,1.82,2.23,0.0
630,1.82,1.82,2.23,0.0
631,1.82,1.82,2.23,0.0
632,1.82,1.82,2.23,0.0
633,1.82,1.82,2.23,0.0
634,1.82,1.82,2.23,0.0
635,1.82,1.82,2.23,0.0
636,1.82,1.82,2.23,0.0
637,1.82,1.82,2.23,0.0
638,1.82,1.82,2.23,0.0
639,1.82,1.82,2.23,0.0
640,1.82,1.82,2.23,0.0
641,1.82,1.82,2.23,0.0
642,1.82,1.82,2.23,0.0
643,1.82,1.82,2.23,0.0
644,1.82,1.82,2.23,0.0
645,1.82,1.82,2.23,0.0
646,1.82,1.82,2.23,0.0
647,1.82,1.82,2.23,0.0
648,1.82,1.82,2.23,0.0
649,1.82,1.82,2.23,0.0
650,1.82,1.82,2.23,0.0
651,1.82,1.82,2.23,0.0
652,1.82,1.82,2.23,0.0
653,1.82,1.82,2.23,0.0
654,1.82,1.82,2.23,0.0
655,1.82,1.82,2.23,0.0
656,1.82,1.82,2.23,0.0
657,1.82,1.82,2.23,0.0
658,1.82,1.82,2.23,0.0
659,1.82,1.82,2.23,0.0
660,1.82,1.82,2.23,0.0
661,1.82,1.82,2.23,0.0
662,1.82,1.82,2.23,0.0
663,1.82,1.82,2.23,0.0
664,1.82,1.82,2.23,0.0
665,1.82,1.82,2.23,0.0
666,1.82,1.82,2.23,0.0
667,1.82,1.82,2.23,0.0
668,1.82,1.82,2.23,0.0
669,1.82,1.82,2.23,0.0
670,1.82,1.82,2.23,0.0
671,1.82,1.82,2.23,0.0
672,1.82,1.82,2.23,0.0
673,1.82,1.82,2.23,0.0
674,1.89,1.89,2.34,0.0
675,1.89,1.89,2.34,0.0
676,1.89,1.89,2.34,0.0
677,1.89,1.89,2.34,0.0
678,1.89,1.89,2.34,0.0
679,1.89,1.89,2.34,0.0
680,1.89,1.89,2.34,0.0
681,1.89,1.89,2.34,0.0
682,1.89,1.89,2.34,0.0
683,1.89,1.89,2.34,0.0
684,1.89,1.89,2.34,0.0
685,1.89,1.89,2.34,0.0
686,1.89,1.89,2.34,0.0
687,1.89,1.89,2.34,0.0
688,1.89,1.89,2.34,0.0
689,1.89,1.89,2.34,0.0
690,1.89,1.89,2.34,0.0
691,1.89,1.89,2.34,0.0
692,1.89,1.89,2.34,0.0
693,1.89,1.89,2.34,0.0
694,1.89,1.89,2.34,0.0
695,1.89,1.89,2.34,0.0
696,1.89,1.89,2.34,0.0
697,1.89,1.89,2.34,0.0
698,1.89,1.89,2.34,0.0
699,1.89,1.89,2.34,0.0
700,1.89,1.89,2.34,0.0
701,1.89,1.89,2.34,0.0
702,1.89,1.89,2.34,0.0
703,1.89,1.89,2.34,0.0
704,1.89,1.89,2.34,0.0
705,1.89,1.89,2.34,0.0
706,1.89,1.89,2.34,0.0
707,1.89,1.89,2.34,0.0
708,1.89,1.89,2.34,0.0
709,1.89,1.89,2.34,0.0
710,1.89,1.89,2.34,0.0
711,1.89,1.89,2.34,0.0
712,1.89,1.89,2.34,0.0
713,1.89,1.89,2.34,0.0
714,1.89,1.89,2.34,0.0
715,1.89,1.89,2.34,0.0
716,1.89,1.89,2.34,0.0
717,1.89,1.89,2.34,0.0
718,1.89,1.89,2.34,0.0
719,1.89,1.89,2.34,0.0
720,1.89,1.89,2.34,0.0
721,1.89,1.89,2.34,0.0
722,1.89,1.89,2.34,0.0
723,1.89,1.89,2.34,0.0
724,1.89,1.89,2.34,0.0
725,1.89,1.89,2.34,0.0
726,1.89,1.89,2.34,0.0
727,1.89,1.89,2.34,0.0
728,1.89,1.89,2.34,0.0
729,1.89,1.89,2.34,0.0
730,1.89,1.89,2.34,0.0
731,1.89,1.89,2.34,0.0
732,1.89,1.89,2.34,0.0
733,1.89,1.89,2.34,0.0
734,1.89,1.89,2.34,0.0
735,1.89,1.89,2.34,0.0
736,1.89,1.89,2.34,0.0
737,1.89,1.89,2.34,0.0
738,1.89,1.89,2.34,0.0
739,1.89,1.89,2.34,0.0
740,1.89,1.89,2.34,0.0
741,1.89,1.89,2.34,0.0
742,1.89,1.89,2.34,0.0
743,1.89,1.89,2.34,0.0
744,1.89,1.89,2.34,0.0
745,1.89,1.89,2.34,0.0
746,1.89,1.89,2.34,0.0
747,1.89,1.89,2.34,0.0
748,1.89,1.89,2.34,0.0
749,1.89,1.89,2.34,0.0
750,1.89,1.89,2.34,0.0
751,1.89,1.89,2.34,0.0
752,1.89,1.89,2.34,0.0
753,1.89,1.89,2.34,0.0
754,1.89,1.89,2.34,0.0
755,1.89,1.89,2.34,0.0
756,1.89,1.89,2.34,0.0
757,1.89,1.89,2.34,0.0
758,1.89,1.89,2.34,0.0
759,1.89,1.89,2.34,0.0
760,1.89,1.89,2.34,0.0
761,1.89,1.89,2.34,0.0
762,1.89,1.89,2.34,0.0
763,1.89,1.89,2.34,0.0
764,1.89,1.89,2.34,0.0
765,1.89,1.89,2.34,0.0
766,1.89,1.89,2.34,0.0
767,1.89,1.89,2.34,0.0
768,1.89,1.89,2.34,0.0
769,1.89,1.89,2.34,0.0
770,1.89,1.89,2.34,0.0
771,1.89,1.89,2.34,0.0
772,1.89,1.89,2.34,0.0
773,1.89,1.89,2.34,0.0
774,1.89,1.89,2.34,0.0
